"Name of Item";"price";"old Price";"link of Item";"sizes";"max Quantity";"rating";" parameters"
"DLA GRACZY_RYZEN 5 2600_16G_RTX 2060 SUPER_SSD_RGB";"3 499.00 zł";"4599.00 zł";"https://allegro.pl/oferta/dla-graczy-ryzen-5-2600-16g-rtx-2060-super-ssd-rgb-9830766817";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"10";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 5 2600; Taktowanie maksymalne procesora:3.9 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"ZESTAW DO GIER Core I5 8GB GTX 1050Ti LED 24";"1 825.00 zł";"2032.00 zł";"https://allegro.pl/oferta/zestaw-do-gier-core-i5-8gb-gtx-1050ti-led-24-9456619790";"GeForce GT 1030;GeForce GTX 1050 Ti;120 GB;240 GB;250 GB";"78";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Model:Zestaw do gier; Monitor:LED; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:i5 2400; Taktowanie maksymalne procesora:3.6 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:4 GB; Złącza karty graficznej:DisplayPort DVI; Model płyty głównej:h61; Typ obudowy:Mini Tower; "
"RGB DO GIER CORE i7 RTX 2060 32GB SSD 512 +2TB W10";"3 770.00 zł";"5599.00 zł";"https://allegro.pl/oferta/rgb-do-gier-core-i7-rtx-2060-32gb-ssd-512-2tb-w10-9568514183";"without";"67";"5.00(1 ocena produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Monitor:brak; System operacyjny:Windows 10 Professional; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Seria procesora:Intel Core i7; Liczba rdzeni procesora:4; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:32 GB; Typ dysku twardego:HDD + SSD; Pojemność dysku:2512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 inne; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A mini jack 35 (audio); "
"DLA GRACZY_RYZEN 5 2600_16G_RTX 2070 SUPER_SSD_RGB";"4 149.00 zł";"4399.00 zł";"https://allegro.pl/oferta/dla-graczy-ryzen-5-2600-16g-rtx-2070-super-ssd-rgb-9749414059";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"12";"5.00(1 ocena produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 5 2600; Taktowanie maksymalne procesora:3.9 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"KOMPUTER do GIER MSI i5 16GB GTX1650 SSD Monitor";"2 147.00 zł";"3199.00 zł";"https://allegro.pl/oferta/komputer-do-gier-msi-i5-16gb-gtx1650-ssd-monitor-9649384312";"without";"2";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Model:RC GAME V5; Monitor:LED; Komunikacja:LAN 10/100/1000 Mbps; Seria procesora:Intel Core i5; Liczba rdzeni procesora:4; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Chipset karty graficznej:GeForce GTX 1650 SUPER; Producent płyty głównej:MSI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 PS/2 HDMI VGA (D-Sub) DVI-I inne; Typ obudowy:Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"MOCNY Ryzen 5 RAM 16GB RX570 8GB SSD 480 W10";"2 599.00 zł";"3499.00 zł";"https://allegro.pl/oferta/mocny-ryzen-5-ram-16gb-rx570-8gb-ssd-480-w10-9267559719";"without";"5";"4.92(13 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:VISTPC; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 5 2600; Taktowanie maksymalne procesora:3.9 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0 x1 PCIe 3.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"DLA GRACZY_RYZEN 5 2600_16G_GTX 1650 4G D6_SSD_RGB";"2 399.00 zł";"3899.00 zł";"https://allegro.pl/oferta/dla-graczy-ryzen-5-2600-16g-gtx-1650-4g-d6-ssd-rgb-9842481902";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"20";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Komunikacja:LAN 10/100/1000 Mbps; System operacyjny:Windows 10 Professional; Model procesora:AMD Ryzen 5 2600; Taktowanie maksymalne procesora:3.9 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:4 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"GRY-BIURO INTEL 10GEN i9 32GB 512GB RTX2080 SUPER";"8 129.00 zł";"9499.00 zł";"https://allegro.pl/oferta/gry-biuro-intel-10gen-i9-32gb-512gb-rtx2080-super-9639784318";"GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;4.9 GHz;5 GHz;5.1 GHz;5.2 GHz";"891";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:k34; Monitor:brak; Moc zasilacza:700 W; System operacyjny:Windows 10 Home inny; Model procesora:i9 10900; Taktowanie maksymalne procesora:5.2 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:128 GB; Typ dysku twardego:SSD (M.2); Interfejs dysku twardego:PCIe typ M.2; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Producent płyty głównej:MSI; Chipset płyty głównej:Intel Z490; Gniazda rozszerzeń:PCIe 1.0 x16 PCIe 3.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"Lenovo M900 Tiny Mini PC i5-6500 8GB 500GB M+K W10";"1 049.00 zł";"1499.00 zł";"https://allegro.pl/oferta/lenovo-m900-tiny-mini-pc-i5-6500-8gb-500gb-m-k-w10-9388807982";"500 GB;HDD";"98";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez producenta; Model:ThinkCentre M900 Tiny; Wysokość produktu:3.45 cm; Głębokość produktu:18.29 cm; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:i5-6500T; Taktowanie maksymalne procesora:3.1 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:HDD; Pojemność dysku:500 GB; Interfejs dysku twardego:SATA III M.2; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:współdzielona; Złącza karty graficznej:DisplayPort VGA; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) VGA (D-Sub) DisplayPort; Typ obudowy:Mini PC; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"MOCNY KOMPUTER AIO 12 RDZENIOWE 8GB 512SSD 1TB W10";"3 249.00 zł";"4199.00 zł";"https://allegro.pl/oferta/mocny-komputer-aio-12-rdzeniowe-8gb-512ssd-1tb-w10-9637043834";"1512 GB;8 GB;12 GB";"43";"5.00(2 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:AIO 24; Wysokość produktu:40.93 cm; Głębokość produktu:20.4 cm; Typ napędu:DVD; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi Bluetooth LAN 10/100/1000 Mbps; Seria procesora:Intel Core i5; Pamięć podręczna procesora:6 MB; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:20 GB; Typ dysku twardego:HDD + SSD (M.2); Interfejs dysku twardego:M.2; Rodzaj karty graficznej:zintegrowana; Złącza karty graficznej:HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 HDMI; Typ obudowy:All in One; "
"SZYBKI CORE I5 4X 34GHZ 8GB 240SSD WINDOWS 7";"899.00 zł";"1349.00 zł";"https://allegro.pl/oferta/szybki-core-i5-4x-3-4ghz-8gb-240ssd-windows-7-7007170323";"Windows 7 Professional 64-bit;Windows 10 Professional";"9352";"4.90(82 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:I58GB240; Wysokość produktu:42 cm; Waga produktu:6 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Seria procesora:Intel Core i5; Pamięć podręczna procesora:6 MB; Typ pamięci RAM:DDR3; Maksymalna pojemność pamięci RAM:16 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Chipset karty graficznej:HD Graphics 2000; Producent płyty głównej:inny; Gniazda rozszerzeń:PCI PCIe 2.0 x1 PCIe 2.0 x16 SATA II (3 GB/s) SATA III (6 GB/s) inne; Typ obudowy:Mini Tower; Złącza obudowy:USB 2.0 typ A mini jack 35 (audio); "
"KOMPUTER DO GIER 10 Rdzeni! 38GHz Radeon R7 8GB";"1 249.00 zł";"1599.00 zł";"https://allegro.pl/oferta/komputer-do-gier-10-rdzeni-3-8ghz-radeon-r7-8gb-6821113525";"120 GB;240 GB;8 GB;16 GB";"1401";"4.89(88 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:STRADUS A10; Waga (z opakowaniem):10 kg; Typ napędu:DVD; Komunikacja:LAN 10/100/1000 Mbps; Dołączone oprogramowanie:Preinstalowany Windows 10 w wersji testowej Komplet sterowników; Model procesora:AMD APU A12-9800; Taktowanie maksymalne procesora:4.2 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:8 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:M.2; Rodzaj karty graficznej:zintegrowana; Chipset karty graficznej:Radeon R7; Złącza karty graficznej:HDMI VGA; Gniazda rozszerzeń:PCIe 3.0 x1 PCIe 3.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"Lenovo ThinkCentre M920x Tiny i5 16GB 512SSD 10Pro";"2 499.00 zł";"3999.00 zł";"https://allegro.pl/oferta/lenovo-thinkcentre-m920x-tiny-i5-16gb-512ssd-10pro-9814944176";"without";"15";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:ThinkCentre M920x Tiny; Wysokość produktu:3.65 cm; Waga produktu:1.32 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel Core i5-8500; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Maksymalna pojemność pamięci RAM:32 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:PCIe typ M.2; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:współdzielona; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:SATA III (6 GB/s) M.2; Typ obudowy:Mini ITX; Złącza obudowy:USB 3.1 typ A USB 3.1 typ C mini jack 35 (audio) HDMI; "
"KOMPUTER STACJONARNY DELL 9010 I5 16GB 240SSD W10";"769.00 zł";"1069.00 zł";"https://allegro.pl/oferta/komputer-stacjonarny-dell-9010-i5-16gb-240ssd-w10-9721279944";"120 GB;240 GB;320 GB;512 GB;1000 GB;4 GB;8 GB;16 GB";"26";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:9010; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Seria procesora:Intel Core i5; Pamięć podręczna procesora:6 MB; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Chipset karty graficznej:HD Graphics 2500; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 VGA (D-Sub) DisplayPort; Typ obudowy:Inna; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A; "
"DLA GRACZY_i5 9400F_16G_RX 5700 XT 8G_SSD_RGB";"3 699.00 zł";"4999.00 zł";"https://allegro.pl/oferta/dla-graczy-i5-9400f-16g-rx-5700-xt-8g-ssd-rgb-9830736251";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"10";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel i5 9400F; Taktowanie maksymalne procesora:4.1 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"ZESTAW DO GIER Core i7 RX580 16GB W10 LED IPS 24''";"2 799.00 zł";"4199.00 zł";"https://allegro.pl/oferta/zestaw-do-gier-core-i7-rx580-16gb-w10-led-ips-24-9187250194";"without";"5";"5.00(1 ocena produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:VISTPC; Wysokość produktu:35.9 cm; Głębokość produktu:35.2 cm; Monitor:LED; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel Core i7-2600; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Taktowanie szyny pamięci RAM:1600 MHz; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0 x1 PCIe 3.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.1 typ A mini jack 35 (audio); "
"DLA GRACZY_RYZEN 5 2600_16G_GTX 1660 SUPER_SSD_RGB";"2 849.00 zł";"3399.00 zł";"https://allegro.pl/oferta/dla-graczy-ryzen-5-2600-16g-gtx-1660-super-ssd-rgb-9749378317";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"9";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 5 2600; Taktowanie maksymalne procesora:3.9 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"KOMPUTER DO GIER I5 8GB 120+500 GT 1030 W10 ZESTAW";"1 419.00 zł";"1999.00 zł";"https://allegro.pl/oferta/komputer-do-gier-i5-8gb-120-500-gt-1030-w10-zestaw-9221338808";"dedykowana;8 GB;16 GB";"47";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:HP 6300; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:i5-3570; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:HDD + SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DVI-D HDMI; Gniazda rozszerzeń:PCI PCIe 2.0 x1 PCIe 3.0 x16; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A mini jack 35 (audio); "
"KOMPUTER DO GIER 12 Rdzeni! 480SSD Radeon 16G DDR4";"1 549.00 zł";"1799.00 zł";"https://allegro.pl/oferta/komputer-do-gier-12-rdzeni-480ssd-radeon-16g-ddr4-8878586457";"120 GB;240 GB;480 GB";"75";"4.86(7 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:STRADUS HOME+; Waga (z opakowaniem):10 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Dołączone oprogramowanie:Preinstalowany Windows 10 Komplet sterowników; Model procesora:Ryzen 3 3200G; Taktowanie maksymalne procesora:4 GHz; Typ pamięci RAM:DDR4; Taktowanie szyny pamięci RAM:2400 MHz; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:zintegrowana; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DVI-D HDMI VGA (D-Sub); Model płyty głównej:A320M; Gniazda rozszerzeń:PCI PCIe 2.0 x1 PCIe 3.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"DLA GRACZY_RYZEN 5 2600_16G_RX 5700 XT 8G_SSD_RGB";"3 699.00 zł";"4999.00 zł";"https://allegro.pl/oferta/dla-graczy-ryzen-5-2600-16g-rx-5700-xt-8g-ssd-rgb-9830792407";"GeForce GTX 1650;GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;Radeon RX 5700 XT;AMD Ryzen;Intel Core i5";"9";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 5 2600; Taktowanie maksymalne procesora:3.9 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"ZESTAW KOMPUTEROWY HP i5 8GB 120 SSD LCD 22' WIN10";"639.00 zł";"999.00 zł";"https://allegro.pl/oferta/zestaw-komputerowy-hp-i5-8gb-120-ssd-lcd-22-win10-8722633642";"120 GB;240 GB;250 GB;500 GB;4 GB;8 GB";"146";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Marka:HP; Monitor:LCD; System operacyjny:Windows 7 Professional 64-bit Windows 10 Professional; Seria procesora:Intel Core i5; Liczba rdzeni procesora:2; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:SSD; Pojemność dysku:120 GB; Rodzaj karty graficznej:zintegrowana; Typ obudowy:Inna; "
